id,gender,age,spend
6355,M,51,293.83
6356,F,22,178.31
6357,F,21,101.22
6358,F,75,208.17
6359,F,28,203.27
6360,F,32,243.29
6361,F,19,167.38
6362,F,19,219.47
6363,F,24,7.32
6364,F,23,121.29
6365,F,22,55.85
6366,M,53,285.62
6367,M,74,190.97
6368,F,74,246.13
6369,F,29,213.29
6370,F,24,67.94
6371,M,35,168.34
6372,M,86,109.39
6373,F,98,38.41
6374,F,21,210.22
6375,M,19,212.15
6376,M,32,93.18
6377,F,37,157.27
6378,F,30,285.2
6379,F,24,30.5
6380,F,76,158.96
6381,F,68,283.25
6382,F,36,178.25
6383,F,52,42.68
6384,M,26,227.87
6385,F,18,173.99
6386,F,61,10.78
6387,F,53,68.55
6388,F,24,264.73
6389,F,34,161.5
6390,M,21,285.1
6391,M,44,163.97
6392,F,64,138.22
6393,F,23,288.26
6394,F,45,129.48
6395,F,48,54.24
6396,F,33,87.64
6397,F,76,260.15
6398,F,95,190.37
6399,F,74,102.01
6400,M,41,197.42
6401,M,56,116.4
6402,M,85,154.94
6403,F,23,46.8
6404,F,19,212.8
6405,F,24,121.08
6406,F,23,33.73
6407,M,22,128.56
6408,F,34,173.58
6409,M,23,187.53
6410,M,23,158.67
6411,M,19,292.12
6412,F,67,15.37
6413,F,21,267.93
6414,F,93,278.1
6415,F,27,210.73
6416,F,90,235.11
6417,F,37,274.46
6418,F,74,59.74
6419,F,21,45.87
6420,F,20,82.62
6421,M,43,278.57
6422,F,23,147.04
6423,F,21,168.4
6424,M,22,238.27
6425,F,86,90.06
6426,F,49,148.04
6427,F,26,207.76
6428,F,37,20.58
6429,F,21,110.4
6430,F,33,275.4
6431,F,64,112.0
6432,M,91,99.14
6433,F,27,276.5
6434,F,89,46.73
6435,M,23,287.3
6436,F,19,21.99
6437,F,19,109.86
6438,F,94,170.03
6439,F,70,43.95
6440,F,27,78.55
6441,F,24,214.82
6442,F,44,47.08
6443,F,24,52.41
6444,F,45,146.18
6445,F,23,93.94
6446,F,19,116.24
6447,F,50,179.75
6448,F,59,270.19
6449,M,24,139.83
6450,M,49,209.19
6451,F,30,188.56
6452,F,26,39.57
6453,M,53,251.6
6454,M,44,172.68
6455,F,64,140.98
6456,M,19,289.29
6457,M,22,161.24
6458,F,95,122.48
6459,F,51,134.14
6460,F,22,276.04
6461,F,23,74.93
6462,M,49,63.78
6463,M,88,108.83
6464,F,39,291.65
6465,F,19,230.85
6466,F,78,200.24
6467,F,74,247.96
6468,F,84,31.42
6469,M,20,210.55
6470,F,36,280.36
6471,F,23,72.2
6472,F,56,50.91
6473,M,22,192.49
6474,F,32,24.4
6475,F,22,247.08
6476,F,65,224.85
6477,F,23,133.85
6478,M,21,158.24
6479,M,20,63.41
6480,M,23,203.03
6481,F,23,232.53
6482,F,31,8.39
6483,F,44,60.3
6484,F,32,35.48
6485,F,18,267.03
6486,F,31,19.27
6487,F,21,72.69
6488,F,20,62.7
6489,M,27,141.47
6490,F,23,208.66
6491,F,19,149.14
6492,F,92,9.31
6493,M,89,129.09
6494,F,49,87.04
6495,F,73,290.62
6496,F,40,159.11
6497,F,21,194.1
6498,M,34,284.78
6499,F,46,86.95
6500,F,25,144.13
6501,F,18,276.89
6502,F,20,204.79
6503,F,19,192.86
6504,F,31,279.4
6505,F,28,68.23
6506,M,59,117.16
6507,M,23,158.21
6508,F,35,124.58
6509,F,23,260.27
6510,F,68,41.97
6511,M,47,96.31
6512,F,48,97.74
6513,F,87,12.26
6514,M,79,22.65
6515,F,38,194.53
6516,F,50,120.17
6517,M,44,73.85
6518,F,31,81.28
6519,F,21,263.79
6520,F,82,142.82
6521,F,53,180.51
6522,F,58,32.56
6523,F,18,67.52
6524,F,42,48.8
6525,M,24,48.25
6526,F,23,160.48
6527,F,20,272.81
6528,F,45,208.43
6529,F,20,271.84
6530,F,47,39.01
6531,F,52,187.71
6532,F,21,34.55
6533,M,55,140.09
6534,F,18,116.87
6535,F,27,59.35
6536,F,54,42.27
6537,M,21,39.33
6538,F,19,68.91
6539,F,53,188.57
6540,F,20,158.88
6541,F,24,114.76
6542,M,68,166.49
6543,F,47,63.79
6544,F,22,221.36
6545,F,81,89.48
6546,M,40,244.4
6547,F,89,145.28
6548,F,56,207.44
6549,F,43,116.41
6550,M,52,132.07
6551,F,39,93.86
6552,F,77,289.01
6553,F,45,52.94
6554,F,34,229.2
6555,M,29,22.98
6556,M,22,108.39
6557,F,21,124.36
6558,M,41,98.57
6559,M,22,236.88
6560,M,39,148.92
6561,F,43,160.34
6562,M,20,21.79
6563,F,39,275.26
6564,F,19,85.74
6565,F,34,228.29
6566,M,22,144.1
6567,F,42,195.48
6568,F,22,221.91
6569,M,28,231.14
6570,F,88,179.76
6571,M,72,201.84
6572,F,27,168.48
6573,M,63,155.46
6574,F,54,184.61
6575,F,33,92.36
6576,F,29,21.36
6577,M,43,171.37
6578,M,62,100.68
6579,F,22,133.5
6580,F,67,38.26
6581,F,27,92.84
6582,M,48,295.17
6583,F,96,85.78
6584,F,85,282.4
6585,F,18,289.43
6586,M,20,247.49
6587,M,20,8.79
6588,F,33,170.52
6589,F,52,49.22
6590,F,21,182.74
6591,F,29,110.39
6592,M,22,288.03
6593,F,20,192.12
6594,M,26,248.43
6595,F,35,238.75
6596,F,20,206.5
6597,M,96,19.24
6598,F,35,237.11
6599,F,91,147.88
6600,F,71,45.3
6601,M,19,124.24
6602,M,18,147.6
6603,F,18,282.03
6604,F,96,223.5
6605,F,28,177.38
6606,F,23,69.72
6607,F,18,70.83
6608,F,84,60.98
6609,F,44,226.15
6610,M,75,272.15
6611,F,25,75.93
6612,M,95,102.55
6613,F,23,22.72
6614,F,52,229.58
6615,F,24,154.49
6616,F,57,26.38
6617,M,48,82.03
6618,M,90,206.05
6619,M,63,14.03
6620,F,24,279.78
6621,F,25,26.92
6622,F,40,11.38
6623,M,22,184.83
6624,F,47,175.94
6625,F,57,181.57
6626,M,87,170.83
6627,F,33,196.8
6628,F,22,275.57
6629,M,94,167.78
6630,F,24,257.87
6631,F,87,219.93
6632,F,36,125.35
6633,M,52,98.17
6634,F,22,261.75
6635,F,29,177.4
6636,M,29,12.98
6637,M,21,73.39
6638,F,24,214.41
6639,F,18,59.24
6640,F,46,231.74
6641,M,50,251.76
6642,F,45,136.97
6643,M,19,39.8
6644,F,51,243.46
6645,F,62,148.26
6646,F,18,276.18
6647,F,40,88.55
6648,F,44,282.1
6649,F,22,263.21
6650,M,49,294.22
6651,F,58,143.82
6652,F,24,177.88
6653,F,54,133.13
6654,F,23,252.27
6655,F,29,63.49
6656,F,50,216.73
6657,F,31,152.0
6658,M,63,103.08
6659,F,18,73.85
6660,F,64,114.36
6661,M,18,105.62
6662,F,42,267.55
6663,F,19,165.74
6664,F,62,81.42
6665,F,41,32.9
6666,M,47,116.3
6667,F,41,94.15
6668,F,79,211.94
6669,F,79,242.12
6670,F,98,34.98
6671,F,48,142.84
6672,F,77,21.55
6673,M,51,24.07
6674,F,43,160.33
6675,F,19,24.8
6676,F,63,213.52
6677,F,55,211.38
6678,M,58,37.17
6679,F,18,219.53
6680,M,48,296.79
6681,F,34,273.75
6682,F,46,271.03
6683,M,84,77.17
6684,F,73,194.93
6685,F,72,71.46
6686,M,45,115.55
6687,M,35,58.63
6688,F,26,66.5
6689,F,19,139.82
6690,F,19,15.07
6691,F,18,270.68
6692,M,98,236.44
6693,F,22,12.12
6694,F,18,99.1
6695,M,22,135.17
6696,M,21,194.66
6697,F,20,176.79
6698,M,34,153.17
6699,F,22,91.3
6700,F,74,205.43
6701,F,37,18.36
6702,F,79,266.4
6703,F,26,249.58
6704,M,90,54.37
6705,F,57,15.05
6706,F,85,209.18
6707,M,39,210.95
6708,F,78,24.64
6709,F,36,85.49
6710,M,29,166.94
6711,F,54,96.32
6712,F,64,268.55
6713,M,44,78.81
6714,M,44,189.19
6715,M,25,118.54
6716,F,65,129.72
6717,F,93,130.47
6718,F,97,135.03
6719,F,24,61.48
6720,F,22,196.27
6721,M,21,140.4
6722,F,39,251.66
6723,M,22,169.94
6724,F,20,74.31
6725,M,20,49.43
6726,F,22,70.62
6727,F,41,193.48
6728,F,21,263.33
6729,F,23,203.33
6730,F,49,290.2
6731,M,20,188.69
6732,M,19,174.09
6733,M,50,63.81
6734,M,41,79.85
6735,F,70,131.65
6736,M,50,84.37
6737,M,70,259.61
6738,F,59,110.15
6739,M,24,235.91
6740,F,50,40.14
6741,F,76,106.71
6742,F,21,271.88
6743,F,53,38.89
6744,F,19,155.78
6745,F,19,49.78
6746,F,21,184.57
6747,F,75,245.36
6748,F,93,225.23
6749,F,80,53.57
6750,F,23,13.75
6751,M,72,157.12
6752,M,79,258.55
6753,M,96,10.51
6754,F,19,163.03
6755,F,23,242.15
6756,F,60,54.77
6757,M,23,62.68
6758,M,18,94.52
6759,F,19,94.37
6760,F,50,269.03
6761,M,21,184.98
6762,F,18,207.83
6763,F,22,52.46
6764,F,83,192.93
6765,M,43,264.88
6766,F,90,50.97
6767,F,40,95.51
6768,F,73,263.9
6769,F,43,209.66
6770,F,19,102.3
6771,F,53,104.42
6772,M,43,217.09
6773,F,21,127.33
6774,F,44,137.41
6775,F,75,138.05
6776,F,26,266.88
6777,M,31,70.49
6778,M,51,249.79
6779,M,19,106.72
6780,F,19,74.94
6781,M,48,84.84
6782,F,21,40.86
6783,M,51,96.12
6784,F,40,126.45
6785,F,21,6.27
6786,F,24,289.05
6787,F,64,188.25
6788,F,61,43.77
6789,F,71,71.92
6790,M,91,127.09
6791,F,51,266.38
6792,F,18,97.44
6793,F,38,121.95
6794,F,21,276.32
6795,F,30,139.57
6796,F,48,248.04
6797,F,59,46.94
6798,F,19,165.07
6799,M,21,213.08
6800,F,23,65.39
6801,M,20,146.58
6802,F,27,122.81
6803,F,34,92.98
6804,F,31,193.35
6805,F,50,226.47
6806,M,38,148.86
6807,M,21,127.98
6808,F,37,77.7
6809,F,96,123.91
6810,F,21,182.85
6811,F,82,36.69
6812,F,25,225.47
6813,F,85,138.76
6814,F,21,152.76
6815,M,97,284.42
6816,M,96,86.36
6817,F,60,236.18
6818,M,83,201.52
6819,M,31,89.81
6820,F,21,256.97
6821,M,33,262.98
6822,F,37,136.33
6823,F,20,70.23
6824,F,36,203.63
6825,F,27,230.23
6826,F,84,254.4
6827,F,38,262.29
6828,F,32,141.12
6829,F,53,19.2
6830,M,38,270.2
6831,F,28,63.55
6832,F,82,79.37
6833,M,85,275.89
6834,F,20,60.53
6835,F,78,148.78
6836,F,68,273.01
6837,F,23,250.1
6838,F,18,239.58
6839,M,59,107.16
6840,F,33,137.21
6841,F,40,33.23
6842,F,80,111.63
6843,F,40,173.26
6844,F,85,57.59
6845,F,57,127.63
6846,M,20,185.05
6847,F,21,177.68
6848,M,53,153.15
6849,F,81,255.85
6850,F,49,108.41
6851,F,66,130.83
6852,M,50,117.12
6853,F,37,83.04
6854,F,70,253.35
6855,F,23,114.32
6856,M,19,166.08
6857,M,51,106.72
6858,M,60,82.12
6859,F,60,208.48
6860,M,97,255.97
6861,M,24,53.98
6862,F,88,212.81
6863,F,18,141.48
6864,F,52,202.97
6865,M,51,74.12
6866,F,22,44.36
6867,F,32,58.78
6868,F,20,185.54
6869,F,22,280.63
6870,M,35,257.41
6871,F,18,68.68
6872,M,25,279.66
6873,M,43,40.13
6874,F,18,186.03
6875,F,27,144.95
6876,F,72,62.26
6877,M,54,51.4
6878,F,37,232.05
6879,F,37,267.11
6880,M,19,179.89
6881,M,92,23.66
6882,M,22,45.68
6883,M,30,63.95
6884,M,41,32.95
6885,F,24,238.64
6886,M,37,112.8
6887,F,64,70.06
6888,M,23,10.82
6889,M,23,88.58
6890,F,97,262.97
6891,M,43,219.24
6892,F,41,48.52
6893,F,30,160.59
6894,M,98,179.03
6895,F,20,285.49
6896,F,80,218.61
6897,M,24,156.1
6898,F,53,31.61
6899,F,29,126.87
6900,M,65,279.32
6901,F,27,285.38
6902,F,45,73.18
6903,F,25,184.21
6904,F,35,122.61
6905,F,44,163.92
6906,F,60,98.92
6907,F,18,164.53
6908,F,29,277.12
6909,F,96,74.31
6910,M,93,170.1
6911,F,22,283.7
6912,F,27,68.91
6913,F,21,210.49
6914,M,22,5.99
6915,F,25,57.91
6916,M,41,237.19
6917,F,22,17.47
6918,F,50,19.29
6919,F,59,191.13
6920,F,46,31.77
6921,F,50,131.22
6922,F,21,187.39
6923,M,19,209.28
6924,F,25,230.92
6925,F,75,39.57
6926,F,41,51.45
6927,F,25,44.91
6928,M,44,24.08
6929,F,18,52.03
6930,F,18,86.5
6931,F,23,209.95
6932,F,52,92.38
6933,F,33,49.31
6934,F,41,81.96
6935,F,18,108.04
6936,M,99,79.65
6937,F,54,223.04
6938,F,66,6.68
6939,F,51,93.64
6940,F,40,248.61
6941,F,99,168.1
6942,F,46,146.73
6943,M,98,85.03
6944,F,96,190.85
6945,F,82,257.99
6946,M,24,274.06
6947,M,24,147.77
6948,F,22,299.72
6949,F,66,112.37
6950,F,75,220.49
6951,F,67,142.96
6952,F,74,137.18
6953,F,24,193.88
6954,F,41,272.77
6955,F,81,184.78
6956,F,22,16.0
6957,F,37,259.28
6958,F,22,24.23
6959,F,93,241.8
6960,M,24,80.86
6961,F,72,5.72
6962,F,19,205.92
6963,F,27,221.25
6964,F,73,6.72
6965,F,77,201.5
6966,M,41,201.39
6967,F,67,119.34
6968,F,36,129.53
6969,F,29,263.98
6970,M,34,189.97
6971,M,73,160.98
6972,F,24,111.02
6973,F,84,115.35
6974,F,96,41.52
6975,M,18,132.61
6976,F,53,76.0
6977,M,90,26.31
6978,F,24,96.95
6979,F,24,11.14
6980,F,18,24.83
6981,M,21,220.93
6982,F,52,188.19
6983,F,51,230.33
6984,F,49,68.95
6985,M,54,189.8
6986,F,46,37.54
6987,M,20,54.21
6988,M,37,226.4
6989,F,23,263.73
6990,F,23,213.02
6991,F,22,59.54
6992,F,73,161.64
6993,M,87,44.57
6994,F,23,202.76
6995,F,41,34.41
6996,F,20,106.91
6997,F,19,193.45
6998,F,23,65.61
6999,F,47,181.59
7000,F,48,48.35
7001,F,57,88.75
7002,M,77,105.78
7003,F,49,182.76
7004,F,72,76.98
7005,F,48,264.82
7006,F,37,189.21
7007,F,23,155.89
7008,F,22,207.6
7009,M,74,148.83
7010,M,22,264.14
7011,M,76,246.27
7012,F,48,175.43
7013,F,35,219.95
7014,F,30,101.98
7015,F,19,51.42
7016,F,22,56.12
7017,F,97,208.44
7018,F,23,46.64
7019,F,82,250.48
7020,F,24,175.0
7021,F,48,277.91
7022,F,64,189.93
7023,F,29,188.33
7024,F,23,232.42
7025,F,20,230.74
7026,F,36,71.86
7027,F,95,158.83
7028,F,20,219.37
7029,F,18,170.63
7030,M,22,46.86
7031,F,46,141.7
7032,M,77,29.31
7033,F,27,159.27
7034,F,19,298.44
7035,F,52,160.49
7036,F,99,295.33
7037,F,84,161.03
7038,F,23,196.63
7039,M,86,213.57
7040,F,18,146.62
7041,M,38,72.51
7042,M,42,108.33
7043,F,18,33.92
7044,F,39,244.13
7045,M,24,165.7
7046,F,67,146.47
7047,F,19,80.0
7048,F,26,185.08
7049,F,42,206.55
7050,F,40,107.17
7051,F,29,176.69
7052,F,97,111.55
7053,F,23,146.4
7054,F,86,148.46
7055,M,40,284.53
7056,M,19,84.06
7057,F,21,131.42
7058,M,22,110.62
7059,F,41,287.29
7060,F,98,209.29
7061,F,40,37.13
7062,M,94,145.11
7063,F,38,174.33
7064,F,22,37.75
7065,F,50,97.03
7066,M,66,249.71
7067,F,95,292.15
7068,F,76,139.48
7069,M,22,66.71
7070,M,96,84.93
7071,F,24,118.19
7072,F,23,234.72
7073,M,69,39.06
7074,F,70,235.19
7075,F,42,166.21
7076,M,41,14.32
7077,F,50,291.3
7078,F,29,5.07
7079,F,23,23.22
7080,M,71,242.06
7081,M,46,272.29
7082,M,23,10.23
7083,F,21,163.87
7084,F,20,289.0
7085,F,44,192.73
7086,F,81,283.27
7087,F,76,36.99
7088,M,93,11.96
7089,F,23,170.63
7090,F,32,282.02
7091,F,85,139.2
7092,F,47,64.82
7093,F,18,71.93
7094,F,22,292.58
7095,F,21,93.72
7096,F,18,178.71
7097,F,18,94.27
7098,F,31,246.33
7099,F,87,187.14
7100,F,65,73.2
7101,M,19,100.67
7102,M,50,170.49
7103,M,29,209.81
7104,F,25,177.7
7105,F,53,220.04
7106,M,23,183.47
7107,F,79,260.65
7108,F,96,109.83
7109,M,18,127.0
7110,F,37,293.99
7111,F,25,90.36
7112,F,38,270.52
7113,M,23,284.38
7114,F,18,43.45
7115,F,19,246.87
7116,F,78,109.88
7117,F,18,139.8
7118,M,26,71.55
7119,F,61,167.78
7120,M,39,72.59
7121,M,52,114.7
7122,F,88,120.93
7123,F,22,102.54
7124,M,22,243.74
7125,F,24,155.49
7126,F,37,197.21
7127,F,40,179.83
7128,F,77,260.45
7129,F,24,76.35
7130,F,52,98.48
7131,F,20,230.93
7132,F,91,72.03
7133,M,23,266.81
7134,F,51,190.33
7135,F,20,125.98
7136,M,51,244.34
7137,F,43,94.12
7138,M,51,280.29
7139,F,39,254.08
7140,F,20,87.55
7141,F,20,120.81
7142,F,56,144.95
7143,M,54,289.47
7144,F,40,210.84
7145,F,61,147.18
7146,F,34,66.09
7147,M,82,53.47
7148,M,31,214.53
7149,F,23,136.66
7150,F,35,228.54
7151,F,47,187.39
7152,M,34,12.24
7153,F,48,252.24
7154,M,45,124.63
7155,F,49,66.61
7156,M,19,84.97
7157,M,24,287.92
7158,F,37,187.09
7159,M,44,270.4
7160,F,60,25.03
7161,M,72,90.24
7162,F,33,259.07
7163,F,20,94.9
7164,F,31,226.37
7165,F,33,103.29
7166,F,21,112.63
7167,F,35,96.95
7168,F,34,210.11
7169,M,76,227.87
7170,F,79,291.19
7171,F,85,245.99
7172,M,83,232.74
7173,F,23,67.89
7174,M,72,258.75
7175,M,32,113.35
7176,F,20,178.61
7177,F,22,285.13
7178,M,18,97.93
7179,F,19,40.83
7180,F,20,47.83
7181,F,21,183.65
7182,F,23,55.34
7183,F,21,151.74
7184,F,22,12.45
7185,M,34,64.04
7186,F,33,56.09
7187,M,49,222.3
7188,F,32,194.41
7189,F,24,52.47
7190,F,28,291.89
7191,F,45,109.0
7192,F,37,74.01
7193,F,20,17.19
7194,M,71,118.75
7195,M,48,25.7
7196,F,22,27.79
7197,F,19,221.55
7198,F,27,123.41
7199,F,20,113.8
7200,M,19,19.29
7201,F,52,271.85
7202,M,19,238.75
7203,F,70,25.79
7204,M,70,100.92
7205,M,23,59.69
7206,F,24,282.36
7207,M,23,244.37
7208,F,50,82.97
7209,M,48,131.49
7210,F,19,221.92
7211,F,39,239.67
7212,M,24,139.18
7213,F,37,248.33
7214,F,22,280.48
7215,F,81,31.55
7216,F,20,19.1
7217,F,34,186.85
7218,F,77,230.39
7219,F,21,243.35
7220,F,42,272.63
7221,F,19,225.39
7222,M,50,79.72
7223,F,90,91.54
7224,F,73,120.92
7225,M,23,193.76
7226,F,20,149.53
7227,F,45,191.44
7228,M,41,186.84
7229,F,83,255.82
7230,F,34,226.12
7231,M,51,225.57
7232,F,32,270.52
7233,M,24,134.55
7234,F,26,147.41
7235,M,24,292.82
7236,F,26,292.49
7237,M,36,292.96
7238,F,21,109.98
7239,F,86,48.11
7240,F,23,188.51
7241,F,40,154.18
7242,F,21,22.8
7243,F,21,87.29
7244,F,24,247.54
7245,F,52,149.69
7246,M,24,63.08
7247,F,92,10.07
7248,F,86,182.83
7249,F,21,136.8
7250,F,47,183.99
7251,F,21,247.93
7252,F,30,118.39
7253,F,48,151.67
7254,M,55,263.6
7255,M,54,14.73
7256,M,85,120.09
7257,F,36,18.45
7258,F,18,84.72
7259,F,92,173.68
7260,F,24,58.03
7261,M,22,8.38
7262,F,46,173.0
7263,F,48,193.92
7264,F,21,230.33
7265,M,20,212.14
7266,F,41,65.08
7267,F,27,218.91
7268,F,99,110.07
7269,F,88,274.29
7270,F,20,116.24
7271,F,20,107.75
7272,M,79,206.05
7273,M,61,101.67
7274,F,20,265.63
7275,F,27,98.17
7276,F,22,261.73
7277,F,99,266.06
7278,F,19,23.46
7279,F,21,140.2
7280,M,85,200.74
7281,F,22,52.51
7282,F,24,46.77
7283,F,63,111.67
7284,M,53,9.69
7285,M,23,197.18
7286,F,38,122.66
7287,F,73,230.0
7288,M,45,152.45
7289,F,24,11.3
7290,F,84,50.97
7291,F,24,154.03
7292,F,71,159.99
7293,F,39,49.81
7294,F,21,39.22
7295,F,21,204.15
7296,M,46,18.93
7297,M,25,290.03
7298,F,20,126.4
7299,M,20,71.68
7300,F,24,33.51
7301,F,21,215.05
7302,M,22,87.76
7303,F,48,11.5
7304,M,23,264.64
7305,F,21,211.69
7306,M,52,294.4
7307,F,52,118.14
7308,F,21,35.65
7309,F,60,285.27
7310,M,20,97.01
7311,F,32,75.71
7312,F,43,18.72
7313,F,20,207.23
7314,M,20,116.96
7315,F,26,224.93
7316,F,30,58.93
7317,M,60,246.89
7318,M,61,224.36
7319,F,52,152.07
7320,M,34,184.69
7321,F,20,221.29
7322,M,20,103.92
7323,F,41,121.28
7324,F,53,45.69
7325,M,40,6.0
7326,M,89,88.75
7327,F,63,176.9
7328,F,34,84.68
7329,F,52,257.95
7330,F,32,47.91
7331,F,19,50.61
7332,F,65,222.51
7333,F,63,250.9
7334,M,30,33.24
7335,F,61,216.98
7336,F,86,226.23
7337,M,18,172.18
7338,F,51,166.35
7339,M,73,69.84
7340,F,51,264.55
7341,F,49,214.35
7342,F,22,48.16
7343,M,23,60.56
7344,F,20,73.54
7345,F,49,135.17
7346,M,31,203.16
7347,F,37,65.83
7348,F,70,133.65
7349,F,99,293.76
7350,F,49,128.67
7351,F,24,148.69
7352,F,19,230.27
7353,F,39,290.35
7354,F,48,236.61
7355,F,96,271.48
7356,M,20,71.13
7357,M,20,257.7
7358,M,20,50.92
7359,F,30,31.14
7360,F,25,115.13
7361,F,23,72.59
7362,F,20,281.37
7363,F,97,286.73
7364,F,40,224.14
7365,F,20,149.88
7366,F,69,290.44
7367,F,27,287.11
7368,F,36,108.62
7369,M,89,199.81
7370,F,24,95.71
7371,F,23,231.44
7372,F,21,233.16
7373,M,22,271.87
7374,F,20,189.02
7375,F,29,75.91
7376,F,80,195.4
7377,M,40,193.18
7378,F,58,147.97
7379,M,87,74.74
7380,F,32,20.76
7381,M,99,93.43
7382,F,25,171.22
7383,F,95,171.58
7384,F,34,172.95
7385,M,23,239.11
7386,F,50,127.16
7387,F,24,53.86
7388,M,23,132.52
7389,F,19,125.4
7390,F,24,290.28
7391,F,24,114.31
7392,M,20,295.46
7393,F,35,239.11
7394,F,67,72.82
7395,F,40,216.43
7396,F,26,148.9
7397,F,47,102.46
7398,M,20,270.41
7399,F,22,21.09
7400,F,61,266.98
7401,M,26,12.46
7402,F,22,269.19
7403,F,39,73.07
7404,F,21,288.16
7405,F,50,245.46
7406,F,41,256.35
7407,M,34,239.47
7408,F,27,264.14
7409,F,42,32.05
7410,M,90,233.3
7411,M,22,157.37
7412,M,19,181.24
7413,M,18,134.1
7414,F,23,286.01
7415,M,23,92.79
7416,F,24,148.45
7417,F,51,180.3
7418,M,42,226.54
7419,M,76,50.93
7420,F,48,64.79
7421,F,37,143.37
7422,F,24,85.17
7423,F,54,81.8
7424,F,73,88.54
7425,M,54,42.72
7426,F,18,87.49
7427,F,23,271.96
7428,F,47,264.09
7429,F,21,106.16
7430,F,91,244.68
7431,F,18,245.21
7432,F,58,8.33
7433,F,23,44.74
7434,F,20,41.67
7435,M,39,263.04
7436,F,69,16.92
7437,F,34,251.11
7438,M,21,159.96
7439,F,72,29.96
7440,M,32,223.03
7441,F,24,112.04
7442,M,22,11.29
7443,F,29,102.7
7444,M,22,19.42
7445,F,33,251.33
7446,F,25,51.54
7447,M,22,119.69
7448,F,23,130.27
7449,F,88,253.97
7450,M,21,223.71
7451,M,24,70.14
7452,M,24,104.37
7453,F,29,244.1
7454,M,74,195.94
7455,M,61,279.86
7456,F,81,232.25
7457,F,21,111.33
7458,M,92,177.49
7459,M,19,76.31
7460,F,52,214.39
7461,M,86,158.78
7462,M,37,77.08
7463,M,24,54.56
7464,F,23,119.79
7465,M,29,236.35
7466,M,63,130.74
7467,F,19,10.11
7468,M,62,46.13
7469,F,18,220.42
7470,F,43,264.07
7471,F,45,98.43
7472,F,84,49.87
7473,F,49,168.98
7474,F,25,193.11
7475,M,67,56.47
7476,F,53,296.73
7477,F,31,122.29
7478,F,45,101.8
7479,F,27,106.88
7480,F,98,185.44
7481,M,45,97.26
7482,F,20,290.35
7483,M,47,64.46
7484,F,21,173.88
7485,F,32,127.97
7486,F,19,53.11
7487,F,23,270.29
7488,F,35,73.45
7489,M,51,18.89
7490,F,29,248.14
7491,M,32,13.03
7492,M,19,75.34
7493,F,54,85.07
7494,F,31,133.4
7495,F,35,298.92
7496,M,20,60.31
7497,M,45,18.79
7498,F,21,98.55
7499,M,48,140.5
7500,F,54,210.96
7501,F,96,281.88
7502,F,51,275.14
7503,M,53,217.24
7504,F,28,90.35
7505,F,38,201.55
7506,M,21,75.51
7507,M,20,276.85
7508,F,20,298.01
7509,F,59,30.46
7510,F,43,17.94
7511,F,35,246.5
7512,F,37,182.41
7513,F,42,64.61
7514,F,23,230.41
7515,F,45,195.58
7516,F,31,52.49
7517,F,52,263.37
7518,M,24,227.92
7519,F,83,124.19
7520,F,92,38.3
7521,F,23,273.39
7522,M,25,157.2
7523,M,97,8.99
7524,F,34,195.71
7525,F,59,138.24
7526,F,21,167.73
7527,F,69,160.3
7528,F,67,113.53
7529,F,25,240.68
7530,M,64,91.26
7531,F,23,168.34
7532,F,24,88.18
7533,F,61,193.04
7534,F,35,230.6
7535,F,77,160.71
7536,F,18,158.68
7537,M,18,36.55
7538,M,99,259.7
7539,F,20,213.98
7540,M,24,269.2
7541,F,82,245.25
7542,F,41,123.5
7543,F,24,203.15
7544,F,33,124.53
7545,M,78,147.47
7546,F,18,65.6
7547,M,19,95.56
7548,F,23,298.69
7549,F,41,147.27
7550,M,27,55.68
7551,M,21,225.14
7552,F,37,105.59
7553,F,48,66.79
7554,F,21,185.09
7555,M,19,49.95
7556,M,24,25.76
7557,F,74,179.28
7558,F,28,281.03
7559,F,57,119.37
7560,M,78,156.42
7561,F,46,85.47
7562,F,24,95.21
7563,F,26,151.6
7564,F,48,211.93
7565,M,25,105.6
7566,F,36,174.68
7567,F,26,200.96
7568,F,51,126.14
7569,F,32,127.72
7570,F,21,294.74
7571,M,59,24.25
7572,M,39,149.25
7573,F,63,260.85
7574,F,24,292.26
7575,F,24,190.52
7576,F,68,220.16
7577,M,18,58.13
7578,M,94,20.22
7579,F,79,294.44
7580,F,41,145.55
7581,M,42,276.45
7582,F,23,298.54
7583,F,40,291.48
7584,M,19,98.92
7585,F,21,79.98
7586,F,20,141.53
7587,F,52,294.21
7588,F,51,51.38
7589,M,70,81.34
7590,F,86,149.85
7591,F,20,201.07
7592,F,97,181.54
7593,F,77,106.06
7594,F,27,69.9
7595,F,18,269.49
7596,F,20,143.09
7597,F,90,192.23
7598,F,38,93.86
7599,F,50,255.25
7600,F,47,107.42
7601,F,48,149.84
7602,F,30,82.56
7603,M,77,13.18
7604,F,34,42.44
7605,F,46,57.3
7606,M,58,207.25
7607,F,23,225.7
7608,F,21,65.56
7609,M,20,163.96
7610,F,27,7.97
7611,F,53,273.24
7612,F,33,248.86
7613,F,22,279.35
7614,M,44,182.49
7615,M,89,79.1
7616,F,87,196.15
7617,M,52,10.45
7618,F,23,162.73
7619,F,53,36.65
7620,M,26,226.66
7621,F,24,15.75
7622,M,23,87.5
7623,F,87,123.06
7624,F,56,85.2
7625,F,56,212.07
